District,Building Type,Rooms,Area,Floor,Renovation,Price
Նոր Նորք,Պանելային,1,37,5,Կոսմետիկ,49000.0
Դավթաշեն,Պանելային,2,40,5,Կոսմետիկ,51000.0
Մալաթիա Սեբաստիա,Քարե,3,40,4,Կապիտալ,45000.0
Ավան,"Մոնոլիտ, Նորակառույց",3,90,3,Դիզայներական,205000.0
Արաբկիր,Քարե,2,33,5,Կապիտալ,79000.0
Քանաքեռ Զեյթուն,Պանելային,2,35,5,Կապիտալ,69000.0
Կենտրոն,Պանելային,2,48,2,Դիզայներական,161000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,64,16,Դիզայներական,200000.0
Արաբկիր,Քարե,1,44,3,Կոսմետիկ,91000.0
Արաբկիր,Պանելային,2,68,9,Պետական վիճակ,130000.0
Մալաթիա Սեբաստիա,Մոնոլիտ,3,100,11,Զրոյական վիճակ,205000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,62,8,Դիզայներական,265000.0
Կենտրոն,Քարե,3,52,3,Կապիտալ,173500.0
Նոր Նորք,Պանելային,4,77,4,Կոսմետիկ,87000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,47,7,Կապիտալ,82000.0
Աջափնյակ,Մոնոլիտ,2,63,15,Նորմալ վիճակ,76000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,78,5,Դիզայներական,250000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,57,10,Դիզայներական,239000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,56,5,Կապիտալ,120000.0
Նոր Նորք,Մոնոլիտ,3,80,13,Կապիտալ,100000.0
Արաբկիր,Քարե,2,45,1,Կապիտալ,137000.0
Արաբկիր,Մոնոլիտ,5,125,9,Պետական վիճակ,215000.0
Նոր Նորք,Մոնոլիտ,2,69,4,Նորմալ վիճակ,80000.0
Կենտրոն,Քարե,3,84,3,Կապիտալ,160000.0
Մալաթիա Սեբաստիա,Պանելային,1,44,7,Նորմալ վիճակ,59000.0
Նոր Նորք,Պանելային,3,80,9,Դիզայներական,90000.0
Կենտրոն,Պանելային,3,71,5,Նորմալ վիճակ,130000.0
Կենտրոն,Քարե,3,90,2,Կոսմետիկ,225000.0
Կենտրոն,Քարե,2,40,1,Կապիտալ,79000.0
Մալաթիա Սեբաստիա,Քարե,3,75,4,Կապիտալ,105000.0
Նոր Նորք,Պանելային,3,75,3,Դիզայներական,115000.0
Ավան,Քարե,1,44,5,Նորմալ վիճակ,61000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,75,2,Կապիտալ,112000.0
Նոր Նորք,Պանելային,3,80,7,Կապիտալ,140000.0
Շենգավիթ,Քարե,2,32,4,Կոսմետիկ,58000.0
Արաբկիր,Մոնոլիտ,4,86,3,Կոսմետիկ,140000.0
Արաբկիր,Պանելային,2,52,7,Կապիտալ,105000.0
Արաբկիր,Քարե,2,55,2,Կոսմետիկ,135000.0
Նոր Նորք,Քարե,3,74,1,Կապիտալ,83000.0
Նոր Նորք,Քարե,3,72,2,Կոսմետիկ,98000.0
Կենտրոն,Քարե,2,35,3,Կապիտալ,126500.0
Արաբկիր,Քարե,3,84,2,Նորմալ վիճակ,150000.0
Արաբկիր,Քարե,4,130,5,Նորմալ վիճակ,165000.0
Էրեբունի,Քարե,1,38,4,Կապիտալ,70000.0
Քանաքեռ Զեյթուն,Պանելային,3,70,4,Կոսմետիկ,77000.0
Կենտրոն,Պանելային,2,73,10,Պետական վիճակ,102000.0
Արաբկիր,Պանելային,2,42,2,Կապիտալ,103000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,42,1,Կապիտալ,70000.0
Կենտրոն,Պանելային,2,64,8,Նորմալ վիճակ,150000.0
Աջափնյակ,Պանելային,1,42,2,Նորմալ վիճակ,65000.0
Մալաթիա Սեբաստիա,Պանելային,1,43,1,Պետական վիճակ,55000.0
Շենգավիթ,Պանելային,2,33,8,Զրոյական վիճակ,33000.0
Արաբկիր,Քարե,2,55,5,Կապիտալ,125000.0
Մալաթիա Սեբաստիա,Մոնոլիտ,3,85,11,Կապիտալ,125000.0
Արաբկիր,Քարե,2,75,5,Կապիտալ,145000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",4,121,3,Նորմալ վիճակ,210000.0
Արաբկիր,Քարե,1,37,4,Նորմալ վիճակ,80000.0
Կենտրոն,Պանելային,3,103,2,Կապիտալ,173000.0
Արաբկիր,Պանելային,2,46,6,Կոսմետիկ,90000.0
Նոր Նորք,Պանելային,2,40,8,Կապիտալ,62000.0
Մալաթիա Սեբաստիա,Քարե,3,70,1,Կապիտալ,90000.0
Քանաքեռ Զեյթուն,Պանելային,3,68,10,Կապիտալ,72000.0
Արաբկիր,Պանելային,3,90,12,Կապիտալ,152000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",1,36,5,Կապիտալ,115000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,84,3,Կոսմետիկ,160000.0
Դավթաշեն,Մոնոլիտ,2,71,4,Պետական վիճակ,97000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,89,3,Կապիտալ,174000.0
Արաբկիր,Քարե,1,35,3,Նորմալ վիճակ,90000.0
Քանաքեռ Զեյթուն,Պանելային,3,80,3,Կապիտալ,120000.0
Մալաթիա Սեբաստիա,Պանելային,3,100,1,Պետական վիճակ,92000.0
Ավան,Պանելային,1,43,3,Պետական վիճակ,58000.0
Շենգավիթ,Քարե,3,94,5,Կապիտալ,190000.0
Դավթաշեն,Պանելային,3,69,3,Կապիտալ,106000.0
Կենտրոն,Քարե,2,50,2,Դիզայներական,250000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",1,35,3,Դիզայներական,91000.0
Արաբկիր,Պանելային,3,66,4,Դիզայներական,145000.0
Քանաքեռ Զեյթուն,Պանելային,1,33,2,Կապիտալ,59000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,92,11,Զրոյական վիճակ,118000.0
Արաբկիր,Քարե,3,84,4,Նորմալ վիճակ,172000.0
Արաբկիր,Քարե,3,76,4,Նորմալ վիճակ,119000.0
Նոր Նորք,Պանելային,2,57,1,Պետական վիճակ,69000.0
Նոր Նորք,Պանելային,1,37,3,Կապիտալ,61000.0
Նոր Նորք,Պանելային,3,77,4,Կոսմետիկ,87000.0
Արաբկիր,Քարե,2,49,4,Կապիտալ,99000.0
Շենգավիթ,Քարե,3,64,1,Կապիտալ,88000.0
Կենտրոն,Մոնոլիտ,2,93,8,Կապիտալ,198000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,60,9,Կապիտալ,138000.0
Էրեբունի,Պանելային,3,72,2,Պետական վիճակ,75500.0
Կենտրոն,Պանելային,4,82,1,Կապիտալ,148000.0
Արաբկիր,Քարե,2,80,8,Զրոյական վիճակ,130000.0
Արաբկիր,"Քարե, Նորակառույց",3,78,3,Կապիտալ,165000.0
Շենգավիթ,Պանելային,3,78,1,Կապիտալ,130000.0
Կենտրոն,Քարե,4,90,1,Կոսմետիկ,145000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,96,13,Նորմալ վիճակ,245000.0
Արաբկիր,Մոնոլիտ,2,43,5,Կապիտալ,130000.0
Արաբկիր,Քարե,3,78,4,Պետական վիճակ,135000.0
Արաբկիր,Քարե,3,77,5,Կապիտալ,125000.0
Դավթաշեն,Քարե,1,54,4,Նորմալ վիճակ,77500.0
Աջափնյակ,Մոնոլիտ,3,80,9,Պետական վիճակ,82000.0
Դավթաշեն,Պանելային,3,84,14,Կապիտալ,165000.0
Շենգավիթ,Պանելային,3,82,1,Կոսմետիկ,86000.0
Նոր Նորք,Պանելային,1,40,4,Կոսմետիկ,55000.0
Ավան,Պանելային,4,90,6,Նորմալ վիճակ,120000.0
Նոր Նորք,Մոնոլիտ,2,51,3,Կոսմետիկ,68000.0
Կենտրոն,Քարե,1,37,5,Դիզայներական,70000.0
Էրեբունի,Քարե,3,75,4,Նորմալ վիճակ,110000.0
Կենտրոն,Քարե,2,47,5,Կապիտալ,120000.0
Ավան,Պանելային,3,93,8,Նորմալ վիճակ,100000.0
Նոր Նորք,Քարե,4,104,2,Կոսմետիկ,116000.0
Ավան,Քարե,3,73,5,Կապիտալ,115000.0
Նոր Նորք,Քարե,2,52,5,Կապիտալ,85000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,127,2,Դիզայներական,244000.0
Նոր Նորք,Պանելային,1,20,8,Կապիտալ,37000.0
Արաբկիր,Պանելային,1,51,8,Պետական վիճակ,97000.0
Աջափնյակ,Քարե,3,63,8,Կապիտալ,122500.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,53,1,Կապիտալ,90000.0
Նոր Նորք,Քարե,1,34,2,Կապիտալ,55000.0
Էրեբունի,Քարե,3,76,1,Կապիտալ,128000.0
Դավթաշեն,Քարե,2,45,3,Կապիտալ,88000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,67,2,Կապիտալ,135000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,43,5,Դիզայներական,115000.0
Արաբկիր,Քարե,3,82,4,Նորմալ վիճակ,138000.0
Կենտրոն,Քարե,1,33,5,Կապիտալ,68000.0
Ավան,Քարե,1,40,2,Պետական վիճակ,60000.0
Ավան,Պանելային,2,48,2,Կապիտալ,76500.0
Ավան,Պանելային,4,90,6,Կապիտալ,115000.0
Մալաթիա Սեբաստիա,Պանելային,3,88,4,Կոսմետիկ,105000.0
Քանաքեռ Զեյթուն,Պանելային,3,90,8,Նորմալ վիճակ,100000.0
Կենտրոն,Քարե,2,77,4,Նորմալ վիճակ,160000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",1,45,1,Կապիտալ,77000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,65,4,Կապիտալ,255000.0
Աջափնյակ,Քարե,3,55,4,Կոսմետիկ,70000.0
Դավթաշեն,Քարե,2,40,5,Նորմալ վիճակ,51000.0
Արաբկիր,Քարե,2,42,1,Կապիտալ,70000.0
Մալաթիա Սեբաստիա,Պանելային,3,77,1,Կապիտալ,107000.0
Նոր Նորք,Պանելային,3,65,3,Նորմալ վիճակ,88000.0
Քանաքեռ Զեյթուն,Քարե,3,76,2,Նորմալ վիճակ,124500.0
Արաբկիր,Քարե,3,78,4,Կապիտալ,168000.0
Մալաթիա Սեբաստիա,Աղյուսե,1,40,7,Կապիտալ,72500.0
Մալաթիա Սեբաստիա,Պանելային,2,40,7,Կապիտալ,72500.0
Էրեբունի,Պանելային,3,74,4,Կոսմետիկ,82000.0
Շենգավիթ,Քարե,3,55,1,Կապիտալ,74000.0
Էրեբունի,Պանելային,3,60,8,Կապիտալ,73000.0
Քանաքեռ Զեյթուն,Պանելային,3,70,1,Կոսմետիկ,92000.0
Աջափնյակ,Քարե,2,47,3,Կապիտալ,65000.0
Արաբկիր,Պանելային,3,66,4,Կապիտալ,147000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,83,13,Զրոյական վիճակ,135000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,71,1,Զրոյական վիճակ,129000.0
Կենտրոն,Քարե,3,81,3,Նորմալ վիճակ,178000.0
Մալաթիա Սեբաստիա,Քարե,2,56,5,Կոսմետիկ,64500.0
Մալաթիա Սեբաստիա,Պանելային,3,81,2,Նորմալ վիճակ,97000.0
Նորք Մարաշ,Պանելային,4,107,9,Կոսմետիկ,100000.0
Ավան,Պանելային,4,97,8,Պետական վիճակ,99000.0
Քանաքեռ Զեյթուն,Պանելային,3,80,10,Կոսմետիկ,100000.0
Արաբկիր,Մոնոլիտ,2,74,12,Պետական վիճակ,100000.0
Արաբկիր,Քարե,1,43,3,Պետական վիճակ,85000.0
Մալաթիա Սեբաստիա,Պանելային,3,74,1,Կոսմետիկ,95000.0
Շենգավիթ,Քարե,1,35,4,Կապիտալ,48000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,55,6,Պետական վիճակ,65656.0
Ավան,Պանելային,2,33,2,Կապիտալ,56000.0
Նոր Նորք,Պանելային,3,77,7,Նորմալ վիճակ,87000.0
Նոր Նորք,Պանելային,2,36,4,Կապիտալ,61000.0
Կենտրոն,Քարե,2,44,1,Կապիտալ,87000.0
Կենտրոն,Մոնոլիտ,3,80,16,Նորմալ վիճակ,160000.0
Շենգավիթ,Քարե,1,21,7,Կոսմետիկ,45500.0
Մալաթիա Սեբաստիա,Պանելային,4,90,1,Կապիտալ,95000.0
Մալաթիա Սեբաստիա,Պանելային,2,63,5,Պետական վիճակ,77500.0
Շենգավիթ,Քարե,2,32,4,Կապիտալ,58000.0
Էրեբունի,Պանելային,3,80,3,Դիզայներական,95000.0
Ավան,Մոնոլիտ,2,64,7,Պետական վիճակ,79000.0
Դավթաշեն,Պանելային,3,72,2,Պետական վիճակ,117000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,68,5,Զրոյական վիճակ,102987.0
Նոր Նորք,Քարե,3,124,5,Կոսմետիկ,105000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,60,6,Կապիտալ,121009.0
Արաբկիր,Պանելային,3,87,2,Կոսմետիկ,145000.0
Քանաքեռ Զեյթուն,Քարե,3,80,5,Պետական վիճակ,95000.0
Կենտրոն,Քարե,3,80,3,Նորմալ վիճակ,170000.0
Նոր Նորք,Պանելային,2,76,10,Նորմալ վիճակ,86000.0
Արաբկիր,Քարե,4,78,1,Կոսմետիկ,126000.0
Արաբկիր,Քարե,2,50,2,Կապիտալ,100000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,67,7,Զրոյական վիճակ,91426.0
Մալաթիա Սեբաստիա,Պանելային,2,68,10,Նորմալ վիճակ,95000.0
Մալաթիա Սեբաստիա,Պանելային,2,54,2,Կապիտալ,75500.0
Կենտրոն,Քարե,2,42,2,Կապիտալ,125000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,54,15,Զրոյական վիճակ,95000.0
Մալաթիա Սեբաստիա,Պանելային,3,81,8,Պետական վիճակ,83000.0
Կենտրոն,Մոնոլիտ,3,88,14,Կապիտալ,127000.0
Մալաթիա Սեբաստիա,Պանելային,1,43,5,Կոսմետիկ,65000.0
Քանաքեռ Զեյթուն,Կասետային,1,43,4,Կոսմետիկ,61000.0
Շենգավիթ,Քարե,2,56,1,Կապիտալ,200000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,57,6,Կապիտալ,150000.0
Աջափնյակ,Պանելային,3,65,16,Կապիտալ,96000.0
Քանաքեռ Զեյթուն,Պանելային,5,115,2,Պետական վիճակ,97000.0
Քանաքեռ Զեյթուն,Պանելային,3,58,7,Պետական վիճակ,82000.0
Ավան,Պանելային,4,80,7,Կոսմետիկ,99000.0
Նոր Նորք,Պանելային,2,53,4,Նորմալ վիճակ,70000.0
Արաբկիր,Քարե,3,96,2,Կապիտալ,245000.0
Նոր Նորք,Պանելային,1,35,8,Նորմալ վիճակ,52000.0
Աջափնյակ,Պանելային,1,42,4,Պետական վիճակ,61000.0
Նոր Նորք,Պանելային,2,52,4,Նորմալ վիճակ,73000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,68,6,Զրոյական վիճակ,110000.0
Դավթաշեն,Պանելային,2,73,1,Նորմալ վիճակ,125000.0
Արաբկիր,Քարե,2,56,3,Կապիտալ,130000.0
Կենտրոն,Պանելային,1,54,7,Նորմալ վիճակ,125000.0
Շենգավիթ,Քարե,3,58,5,Կոսմետիկ,83000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,81,5,Զրոյական վիճակ,100000.0
Նոր Նորք,Պանելային,4,94,5,Կապիտալ,102000.0
Նոր Նորք,Քարե,3,67,4,Կապիտալ,93000.0
Աջափնյակ,Պանելային,3,94,11,Նորմալ վիճակ,80000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,84,4,Կոսմետիկ,165000.0
Շենգավիթ,Քարե,2,48,3,Նորմալ վիճակ,57000.0
Մալաթիա Սեբաստիա,Պանելային,2,68,2,Նորմալ վիճակ,76500.0
Մալաթիա Սեբաստիա,Քարե,3,65,1,Կապիտալ,76500.0
Նոր Նորք,Պանելային,4,98,8,Կապիտալ,88000.0
Մալաթիա Սեբաստիա,Մոնոլիտ,2,70,7,Պետական վիճակ,86000.0
Արաբկիր,Քարե,2,65,5,Դիզայներական,120000.0
Կենտրոն,Պանելային,1,40,8,Կապիտալ,80000.0
Կենտրոն,Պանելային,3,52,1,Կոսմետիկ,122000.0
Էրեբունի,Պանելային,2,36,4,Կապիտալ,70000.0
Էրեբունի,Քարե,1,31,5,Նորմալ վիճակ,59000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,64,16,Կապիտալ,183000.0
Մալաթիա Սեբաստիա,Քարե,1,36,1,Նորմալ վիճակ,61500.0
Աջափնյակ,Մոնոլիտ,2,60,14,Պետական վիճակ,86000.0
Կենտրոն,Քարե,2,60,1,Կապիտալ,100000.0
Արաբկիր,Քարե,2,62,2,Դիզայներական,155000.0
Դավթաշեն,Պանելային,3,96,6,Կապիտալ,145000.0
Կենտրոն,Քարե,2,70,2,Պետական վիճակ,205000.0
Կենտրոն,Պանելային,1,41,11,Նորմալ վիճակ,87000.0
Էրեբունի,Պանելային,1,42,8,Նորմալ վիճակ,61000.0
Արաբկիր,Քարե,2,46,7,Նորմալ վիճակ,70000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,70,14,Զրոյական վիճակ,143000.0
Կենտրոն,Քարե,1,38,4,Կապիտալ,120000.0
Աջափնյակ,Պանելային,3,87,15,Նորմալ վիճակ,74000.0
Արաբկիր,Քարե,1,47,3,Պետական վիճակ,89000.0
Դավթաշեն,Պանելային,1,57,6,Կոսմետիկ,87000.0
Էրեբունի,Քարե,3,58,5,Կոսմետիկ,89000.0
Քանաքեռ Զեյթուն,Պանելային,1,32,2,Կապիտալ,47000.0
Կենտրոն,Պանելային,2,46,6,Պետական վիճակ,87000.0
Արաբկիր,Մոնոլիտ,2,55,8,Կապիտալ,133000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,76,7,Կապիտալ,255000.0
Դավթաշեն,Պանելային,3,97,16,Դիզայներական,165000.0
Արաբկիր,Պանելային,4,120,13,Կապիտալ,250000.0
Շենգավիթ,Քարե,4,98,2,Կապիտալ,100000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,82,3,Կապիտալ,173500.0
Արաբկիր,Քարե,1,42,4,Պետական վիճակ,70000.0
Արաբկիր,Քարե,1,38,5,Պետական վիճակ,75000.0
Շենգավիթ,Քարե,1,28,1,Կոսմետիկ,60000.0
Մալաթիա Սեբաստիա,Մոնոլիտ,3,87,12,Կոսմետիկ,96000.0
Աջափնյակ,Պանելային,3,98,16,Կապիտալ,102000.0
Մալաթիա Սեբաստիա,Քարե,1,44,5,Կոսմետիկ,58000.0
Աջափնյակ,Պանելային,3,83,5,Նորմալ վիճակ,88000.0
Արաբկիր,Քարե,2,50,4,Կապիտալ,89000.0
Արաբկիր,Մոնոլիտ,2,46,5,Կապիտալ,89000.0
Նոր Նորք,Պանելային,1,33,3,Կապիտալ,60000.0
Կենտրոն,Պանելային,3,80,8,Նորմալ վիճակ,200000.0
Նոր Նորք,Քարե,3,78,3,Նորմալ վիճակ,98000.0
Դավթաշեն,Պանելային,2,70,9,Նորմալ վիճակ,94000.0
Նոր Նորք,Քարե,3,65,1,Նորմալ վիճակ,86000.0
Ավան,Պանելային,3,86,15,Նորմալ վիճակ,82000.0
