Տարածաշրջան,Շինության տիպ,Սենյակներ,Մակերես,Հարկ,Վերանորոգում,Գինը
"Երևան, Արաբկիր",Քարե,2,56 ,4,Նորմալ վիճակ,$100000
"Երևան, Աջափնյակ",Մոնոլիտ,2,78 ,12,Կապիտալ,$91000
"Երևան, Նոր Նորք",Պանելային,3,65 ,5,Պետական վիճակ,$72000
"Երևան, Արաբկիր",Քարե,4,96 ,1,Նորմալ վիճակ,$130000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",2,55 ,5,Զրոյական վիճակ,$71360
"Երևան, Արաբկիր",Քարե,2,68 ,4,Կապիտալ,$144000
"Երևան, Շենգավիթ",Պանելային,1,31 ,2,Նորմալ վիճակ,$45000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,52 ,12,Դիզայներական,$185000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",4,129 ,11,Զրոյական վիճակ,$225000
"Երևան, Դավթաշեն",Պանելային,3,74 ,8,Կապիտալ,$140000
"Երևան, Արաբկիր",Քարե,4,96 ,1,Կոսմետիկ,$130000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,81 ,6,Կապիտալ,$107000
"Երևան, Արաբկիր",Պանելային,4,129 ,13,Նորմալ վիճակ,$170000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,74 ,9,Դիզայներական,$170000
"Երևան, Նոր Նորք",Քարե,3,44 ,1,Կապիտալ,$67000
"Երևան, Աջափնյակ",Պանելային,3,83 ,6,Կոսմետիկ,$100000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,46 ,12,Դիզայներական,$140000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,80 ,10,Կոսմետիկ,$95000
"Երևան, Կենտրոն",Քարե,2,66 ,5,Նորմալ վիճակ,$135000
"Երևան, Շենգավիթ","Մոնոլիտ, Նորակառույց",2,45 ,10,Կապիտալ,$90000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,130 ,9,Կապիտալ,$260000
"Երևան, Էրեբունի",Մոնոլիտ,3,66 ,9,Պետական վիճակ,$85000
"Երևան, Աջափնյակ",Քարե,1,48 ,2,Պետական վիճակ,$66000
"Երևան, Շենգավիթ",Քարե,4,114 ,1,Կոսմետիկ,$155000
"Երևան, Կենտրոն",Քարե,3,84 ,1,Կապիտալ,$222000
"Երևան, Արաբկիր",Պանելային,3,79 ,12,Կապիտալ,$95000
"Երևան, Աջափնյակ",Պանելային,3,80 ,4,Դիզայներական,$104000
"Երևան, Նոր Նորք",Քարե,2,52 ,2,Կապիտալ,$85000
"Կոտայք, Ծաղկաձոր","Մոնոլիտ, Նորակառույց",2,62 ,7,Կապիտալ,$103159
"Երևան, Ավան",Քարե,3,68 ,5,Կապիտալ,$100000
"Երևան, Կենտրոն",Պանելային,2,75 ,8,Նորմալ վիճակ,$225000
"Երևան, Դավթաշեն",Պանելային,4,92 ,7,Պետական վիճակ,$120000
"Երևան, Կենտրոն",Քարե,2,56 ,4,Կոսմետիկ,$90000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,89 ,4,Դիզայներական,$225000
"Երևան, Արաբկիր",Քարե,1,30 ,3,Կապիտալ,$80000
"Երևան, Կենտրոն",Մոնոլիտ,1,36 ,4,Կապիտալ,$80000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,76 ,8,Կապիտալ,$115000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,80 ,3,Կապիտալ,$202000
"Երևան, Արաբկիր",Քարե,4,103 ,4,Կապիտալ,$200000
"Երևան, Ավան",Պանելային,3,78 ,8,Նորմալ վիճակ,$88000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,65 ,2,Կապիտալ,$96712
"Երևան, Քանաքեռ Զեյթուն",Քարե,3,98 ,2,Նորմալ վիճակ,$130000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,65 ,1,Կապիտալ,$95000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,135 ,8,Դիզայներական,$650000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",2,51 ,3,Զրոյական վիճակ,$92843
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,69 ,14,Կապիտալ,$190000
"Երևան, Նոր Նորք",Պանելային,3,110 ,9,Կապիտալ,$125
"Երևան, Կենտրոն",Քարե,3,80 ,4,Նորմալ վիճակ,$281000
"Երևան, Արաբկիր",Քարե,3,68 ,2,Կապիտալ,$135000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,73 ,2,Դիզայներական,$95000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,61 ,14,Կապիտալ,$194000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,83 ,10,Կապիտալ,$133000
"Երևան, Նոր Նորք",Պանելային,3,76 ,7,Կապիտալ,$85000
"Երևան, Արաբկիր",Քարե,2,59 ,3,Կոսմետիկ,$107000
"Երևան, Արաբկիր",Քարե,3,68 ,3,Պետական վիճակ,$177000
"Երևան, Նոր Նորք",Կասետային,2,56 ,4,Կապիտալ,$79000
"Երևան, Նոր Նորք",Պանելային,2,50 ,2,Նորմալ վիճակ,$65000
"Երևան, Աջափնյակ",Պանելային,3,65 ,3,Կապիտալ,$96000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,70 ,15,Դիզայներական,$155000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,83 ,13,Դիզայներական,$182000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,74 ,3,Նորմալ վիճակ,$89000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",2,60 ,7,Դիզայներական,$148000
"Երևան, Կենտրոն",Քարե,2,36 ,5,Կոսմետիկ,$74000
"Երևան, Կենտրոն",Այլ,3,134 ,2,Կապիտալ,$450000
"Երևան, Կենտրոն",Պանելային,3,82 ,4,Կապիտալ,$150000
"Երևան, Նոր Նորք",Քարե,4,86 ,5,Նորմալ վիճակ,$120000
"Երևան, Աջափնյակ",Պանելային,3,85 ,2,Կապիտալ,$140000
"Երևան, Արաբկիր",Քարե,2,69 ,1,Նորմալ վիճակ,$82000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,64 ,8,Նորմալ վիճակ,$84000
"Երևան, Արաբկիր",Քարե,4,116 ,1,Կապիտալ,$145000
"Երևան, Արաբկիր",Քարե,2,67 ,5,Նորմալ վիճակ,$102000
"Երևան, Ավան",Պանելային,3,85 ,14,Դիզայներական,$105000
"Երևան, Արաբկիր",Պանելային,2,39 ,2,Դիզայներական,$102000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",3,73 ,15,Կապիտալ,$148000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,103 ,9,Զրոյական վիճակ,$210000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",4,105 ,14,Դիզայներական,$220000
"Երևան, Աջափնյակ",Մոնոլիտ,5,185 ,1,Զրոյական վիճակ,պայմ.
"Երևան, Արաբկիր",Քարե,3,68 ,2,Կոսմետիկ,$135000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,1,45 ,4,Պետական վիճակ,$60000
"Երևան, Ավան",Պանելային,1,73 ,6,Կապիտալ,$86000
"Երևան, Շենգավիթ",Քարե,4,75 ,3,Կոսմետիկ,$95000
"Երևան, Շենգավիթ",Պանելային,2,60 ,6,Կապիտալ,$90000
"Երևան, Նոր Նորք",Պանելային,3,78 ,6,Կապիտալ,$95000
"Երևան, Կենտրոն",Քարե,3,54 ,4,Կապիտալ,$115000
"Երևան, Նոր Նորք",Պանելային,4,87 ,3,Կոսմետիկ,$97000
"Երևան, Կենտրոն",Պանելային,2,55 ,5,Կոսմետիկ,$125000
"Երևան, Արաբկիր",Քարե,3,95 ,5,Պետական վիճակ,$155000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,61 ,3,Պետական վիճակ,$85000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,50 ,7,Կապիտալ,$110000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,99 ,8,Կապիտալ,$594000
"Երևան, Կենտրոն",Պանելային,2,49 ,13,Նորմալ վիճակ,$88000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,96 ,7,Կոսմետիկ,$90000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,54 ,5,Կոսմետիկ,$68000
"Երևան, Նոր Նորք",Պանելային,3,85 ,9,Կոսմետիկ,$120000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,33 ,7,Դիզայներական,$128000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,43 ,15,Կապիտալ,$98000
"Երևան, Արաբկիր",Պանելային,2,73 ,9,Նորմալ վիճակ,$112000
"Երևան, Աջափնյակ",Պանելային,3,80 ,6,Կապիտալ,$98000
"Երևան, Արաբկիր",Քարե,3,76 ,4,Կապիտալ,$149000
"Երևան, Արաբկիր",Քարե,3,83 ,2,Նորմալ վիճակ,$145000
"Երևան, Արաբկիր",Քարե,3,74 ,5,Նորմալ վիճակ,$110000
"Երևան, Դավթաշեն",Պանելային,3,78 ,13,Կոսմետիկ,$120000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,65 ,1,Կապիտալ,$140000
"Երևան, Դավթաշեն",Պանելային,3,67 ,1,Դիզայներական,$120000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,96 ,10,Զրոյական վիճակ,$125000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,74 ,3,Կապիտալ,$90000
"Երևան, Արաբկիր",Քարե,3,66 ,5,Կապիտալ,$135000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,100 ,7,Կապիտալ,$280000
"Երևան, Կենտրոն",Քարե,2,45 ,3,Կապիտալ,$95000
"Երևան, Շենգավիթ",Քարե,2,60 ,1,Կապիտալ,$82000
"Երևան, Աջափնյակ",Մոնոլիտ,4,120 ,10,Դիզայներական,$240000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,110 ,18,Դիզայներական,$265000
"Երևան, Արաբկիր",Քարե,2,59 ,3,Նորմալ վիճակ,$107000
"Երևան, Կենտրոն",Պանելային,1,40 ,2,Կապիտալ,$132000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,86 ,5,Զրոյական վիճակ,$200000
"Երևան, Կենտրոն",Պանելային,1,43 ,3,Նորմալ վիճակ,$81000
"Երևան, Քանաքեռ Զեյթուն",Քարե,"5, Դուպլեքս",130 ,4,Կապիտալ,$150000
"Երևան, Արաբկիր",Քարե,2,55 ,5,Կապիտալ,$130000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,105 ,15,Դիզայներական,$280000
"Երևան, Նոր Նորք",Պանելային,1,44 ,1,Կոսմետիկ,$67000
"Երևան, Նոր Նորք",Պանելային,1,40 ,2,Զրոյական վիճակ,$51500
"Երևան, Արաբկիր",Պանելային,4,95 ,12,Կապիտալ,$170000
"Երևան, Ավան",Պանելային,2,54 ,7,Կապիտալ,$80000
"Երևան, Շենգավիթ",Պանելային,3,79 ,1,Կոսմետիկ,$94500
"Երևան, Ավան",Պանելային,2,40 ,8,Դիզայներական,$70000
"Երևան, Արաբկիր",Պանելային,3,65 ,3,Կապիտալ,$120000
"Երևան, Դավթաշեն",Պանելային,3,85 ,13,Դիզայներական,$157000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,92 ,7,Նորմալ վիճակ,$90000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",4,120 ,10,Կապիտալ,$240000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,52 ,15,Զրոյական վիճակ,$88000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,77 ,15,Դիզայներական,$175000
"Երևան, Արաբկիր",Պանելային,3,90 ,2,Նորմալ վիճակ,$145000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,89 ,4,Կապիտալ,$225000
"Երևան, Արաբկիր",Պանելային,3,90 ,2,Պետական վիճակ,$145000
"Երևան, Կենտրոն",Պանելային,2,40 ,6,Կոսմետիկ,$85000
"Երևան, Արաբկիր",Պանելային,4,89 ,5,Նորմալ վիճակ,$150000
"Երևան, Կենտրոն",Այլ,2,75 ,8,Կապիտալ,$225000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,107 ,2,Դիզայներական,$350000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",4,130 ,6,Զրոյական վիճակ,$175000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,46 ,4,Կապիտալ,$83000
"Երևան, Աջափնյակ",Մոնոլիտ,2,64 ,2,Կոսմետիկ,$85000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,84 ,3,Դիզայներական,$200000
"Երևան, Կենտրոն",Քարե,4,113 ,3,Կապիտալ,$390000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,45 ,7,Կապիտալ,$86000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,80 ,4,Կոսմետիկ,$88000
"Երևան, Նոր Նորք",Քարե,1,48 ,3,Նորմալ վիճակ,$65000
"Երևան, Քանաքեռ Զեյթուն",Քարե,1,35 ,4,Նորմալ վիճակ,$67000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,121 ,14,Կապիտալ,$272000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,75 ,4,Կապիտալ,$95000
"Երևան, Արաբկիր",Քարե,2,43 ,4,Դիզայներական,$155000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,46 ,10,Զրոյական վիճակ,$85000
"Երևան, Արաբկիր",Քարե,2,56 ,3,Նորմալ վիճակ,$115000
"Երևան, Արաբկիր",Քարե,4,109 ,3,Կապիտալ,$180000
"Երևան, Արաբկիր",Քարե,2,70 ,2,Կապիտալ,$120000
"Երևան, Կենտրոն",Պանելային,2,51 ,4,Նորմալ վիճակ,$132000
"Երևան, Արաբկիր",Քարե,2,73 ,4,Պետական վիճակ,$135000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",4,170 ,15,Դիզայներական,$350000
"Երևան, Արաբկիր",Քարե,2,60 ,4,Կապիտալ,$105000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,150 ,10,Զրոյական վիճակ,$210000
"Երևան, Աջափնյակ",Պանելային,2,40 ,11,Դիզայներական,$60000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,74 ,9,Դիզայներական,$154000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,72 ,1,Դիզայներական,$143000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,95 ,3,Դիզայներական,$290000
"Երևան, Մալաթիա Սեբաստիա",Քարե,1,30 ,1,Կապիտալ,$59000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,50 ,8,Նորմալ վիճակ,$77000
"Երևան, Աջափնյակ",Քարե,1,48 ,4,Նորմալ վիճակ,$64000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,138 ,3,Կապիտալ,$400000
"Երևան, Արաբկիր",Պանելային,2,47 ,4,Կապիտալ,$117000
"Գեղարքունիք, Մարտունի","Քարե, Նորակառույց",2,62 ,2,Նորմալ վիճակ,$37000
"Երևան, Ավան","Մոնոլիտ, Նորակառույց",4,118 ,7,Զրոյական վիճակ,$160309
"Երևան, Արաբկիր",Քարե,2,59 ,3,Կապիտալ,$107000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,56 ,8,Պետական վիճակ,$75000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",4,94 ,4,Կապիտալ,$220000
"Երևան, Արաբկիր",Պանելային,3,70 ,7,Դիզայներական,$165000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,94 ,12,Կապիտալ,$200000
"Երևան, Արաբկիր",Քարե,3,71 ,3,Դիզայներական,$148000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,300 ,16,Դիզայներական,$850000
"Երևան, Ավան",Պանելային,2,42 ,8,Դիզայներական,$70000
"Երևան, Արաբկիր",Քարե,3,82 ,4,Պետական վիճակ,$113475
"Երևան, Կենտրոն",Պանելային,2,43 ,9,Նորմալ վիճակ,$75000
"Երևան, Կենտրոն",Պանելային,3,88 ,3,Կապիտալ,$265000
"Երևան, Շենգավիթ",Քարե,4,75 ,1,Նորմալ վիճակ,$95000
"Երևան, Արաբկիր",Մոնոլիտ,2,63 ,4,Դիզայներական,$200000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,80 ,15,Դիզայներական,$200000
"Երևան, Արաբկիր",Պանելային,2,58 ,2,Պետական վիճակ,$99000
"Երևան, Նոր Նորք",Մոնոլիտ,3,75 ,3,Դիզայներական,$145000
"Երևան, Արաբկիր",Քարե,2,74 ,5,Կապիտալ,$112000
"Երևան, Քանաքեռ Զեյթուն",Քարե,1,40 ,3,Կապիտալ,$67000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,135 ,9,Կապիտալ,$310000
"Երևան, Նոր Նորք",Պանելային,3,76 ,6,Կապիտալ,$85000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,110 ,2,Կապիտալ,$210000
"Երևան, Կենտրոն",Քարե,2,58 ,4,Կապիտալ,$166000
"Երևան, Շենգավիթ",Քարե,3,72 ,2,Դիզայներական,$131000
"Երևան, Աջափնյակ",Պանելային,2,44 ,2,Կոսմետիկ,$68000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,51 ,7,Կապիտալ,$165000
